code_metier;nom_inventaire;code_inventaire;nom_etablissement;adresse;code_postal;code_insee;nom_commune;code_departement;nom_departement;code_region;nom_region;etat_activite;nature_localisation;x_wgs84;y_wgs84;fiche_risque
SSP3890613;BASIAS;IDF9301556;;116 avenue VICTOR HUGO;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3793707;48.91044;https://fiches-risques.brgm.fr/georisques/casias/SSP3890613
SSP3890614;BASIAS;IDF9301557;;"51 rue COMMUNE DE PARIS de la, ex 51 rue de PARIS";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3810894;48.910034;https://fiches-risques.brgm.fr/georisques/casias/SSP3890614
SSP3890615;BASIAS;IDF9301558;;175 avenue VICTOR HUGO;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.379536;48.912163;https://fiches-risques.brgm.fr/georisques/casias/SSP3890615
SSP3890616;BASIAS;IDF9301559;;2 rue BERNARD ET MAZOYER;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3802319;48.912354;https://fiches-risques.brgm.fr/georisques/casias/SSP3890616
SSP3890617;BASIAS;IDF9301560;;"10 rue BERNARD ET MAZOYER ; 35 rue de la COMMUNE DE PARIS";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3813777;48.912064;https://fiches-risques.brgm.fr/georisques/casias/SSP3890617
SSP3890618;BASIAS;IDF9301561;;10 rue BERNARD ET MAZOYER;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3815005;48.912064;https://fiches-risques.brgm.fr/georisques/casias/SSP3890618
SSP3890644;BASIAS;IDF9301587;;156 rue DANIELLE CASANOVA;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.40141;48.91517;https://fiches-risques.brgm.fr/georisques/casias/SSP3890644
SSP3890645;BASIAS;IDF9301588;;5 rue EMILE DUBOIS;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.401626;48.91336;https://fiches-risques.brgm.fr/georisques/casias/SSP3890645
SSP3890646;BASIAS;IDF9301589;;115 rue RECHOSSIERE;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.397014;48.912796;https://fiches-risques.brgm.fr/georisques/casias/SSP3890646
SSP3890647;BASIAS;IDF9301590;Anc. Station service;195 avenue JEAN JAURES (n°195 à197);93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.4006553;48.911697;https://fiches-risques.brgm.fr/georisques/casias/SSP3890647
SSP3890648;BASIAS;IDF9301591;;51 rue MOTTE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3966706;48.910896;https://fiches-risques.brgm.fr/georisques/casias/SSP3890648
SSP3890649;BASIAS;IDF9301592;;29 rue MOTTE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.395401;48.91028;https://fiches-risques.brgm.fr/georisques/casias/SSP3890649
SSP3890650;BASIAS;IDF9301593;;25 rue MOTTE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3955503;48.90953;https://fiches-risques.brgm.fr/georisques/casias/SSP3890650
SSP3890651;BASIAS;IDF9301594;;"151 avenue JEAN JAURES, ex 151 route de FLANDRE";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3968868;48.909252;https://fiches-risques.brgm.fr/georisques/casias/SSP3890651
SSP3890684;BASIAS;IDF9301627;;73 avenue REPUBLIQUE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3877182;48.908466;https://fiches-risques.brgm.fr/georisques/casias/SSP3890684
SSP3890685;BASIAS;IDF9301628;;75 avenue REPUBLIQUE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.387691;48.908665;https://fiches-risques.brgm.fr/georisques/casias/SSP3890685
SSP3890686;BASIAS;IDF9301629;;"108 avenue REPUBLIQUE de la ; 72 rue des CITES";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3875685;48.90887;https://fiches-risques.brgm.fr/georisques/casias/SSP3890686
SSP3890687;BASIAS;IDF9301630;;"28 rue PANTIN de, actuelle avenue de la REPUBLIQUE";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3875823;48.909077;https://fiches-risques.brgm.fr/georisques/casias/SSP3890687
SSP3890688;BASIAS;IDF9301631;;"109 rue CITES des, ex 106 rue des CITES";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3873785;48.909714;https://fiches-risques.brgm.fr/georisques/casias/SSP3890688
SSP3890689;BASIAS;IDF9301632;;63 avenue REPUBLIQUE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3863962;48.90987;https://fiches-risques.brgm.fr/georisques/casias/SSP3890689
SSP3890690;BASIAS;IDF9301633;;62 avenue REPUBLIQUE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.386191;48.909023;https://fiches-risques.brgm.fr/georisques/casias/SSP3890690
SSP3890698;BASIAS;IDF9301641;;27 avenue REPUBLIQUE de la;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.384311;48.912045;https://fiches-risques.brgm.fr/georisques/casias/SSP3890698
SSP3890699;BASIAS;IDF9301642;;"22 rue MIDI du,  actuelle rue BERNARD ET MAZOYER";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.383752;48.912434;https://fiches-risques.brgm.fr/georisques/casias/SSP3890699
SSP3890700;BASIAS;IDF9301643;;30 rue BERNARD ET MAZOYER;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3846116;48.912407;https://fiches-risques.brgm.fr/georisques/casias/SSP3890700
SSP3890701;BASIAS;IDF9301644;;"170 rue ANDRE KARMAN, ex 154 rue de la GOUTTE D'OR";93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.385485;48.912655;https://fiches-risques.brgm.fr/georisques/casias/SSP3890701
SSP3890702;BASIAS;IDF9301645;;131 rue CITES des;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3876803;48.911533;https://fiches-risques.brgm.fr/georisques/casias/SSP3890702
SSP3890703;BASIAS;IDF9301646;;145 rue CITES des;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3890932;48.911476;https://fiches-risques.brgm.fr/georisques/casias/SSP3890703
SSP3890704;BASIAS;IDF9301647;;154 rue CITES des;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3890932;48.91147;https://fiches-risques.brgm.fr/georisques/casias/SSP3890704
SSP3890734;BASIAS;IDF9301677;;"1 rue FRANCS TIREURS des, ex rue d'AUBERVILLIERS";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3801703;48.92008;https://fiches-risques.brgm.fr/georisques/casias/SSP3890734
SSP3890735;BASIAS;IDF9301678;;3 rue FRANCS TIREURS des;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3802936;48.92058;https://fiches-risques.brgm.fr/georisques/casias/SSP3890735
SSP3890753;BASIAS;IDF9301696;;42 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3895605;48.92199;https://fiches-risques.brgm.fr/georisques/casias/SSP3890753
SSP3890736;BASIAS;IDF9301679;;"15 rue GENEVE de ; 2 impasse JOLLOIS ; 36 rue de SAINT DENIS à AUBERVILLIERS";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.380513;48.92175;https://fiches-risques.brgm.fr/georisques/casias/SSP3890736
SSP3890737;BASIAS;IDF9301680;;"12 rue GENEVE de ; impasse JOLLOIS";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3814692;48.923;https://fiches-risques.brgm.fr/georisques/casias/SSP3890737
SSP3890738;BASIAS;IDF9301681;;"26 rue AUBERVILLIERS d', actuelle rue des FRANCS TIREURS";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.381687;48.92214;https://fiches-risques.brgm.fr/georisques/casias/SSP3890738
SSP3890739;BASIAS;IDF9301682;;"7 Ruelle PINGARD, actuelle rue PIERRE CURIE";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Non renseigné;2.3823547;48.921345;https://fiches-risques.brgm.fr/georisques/casias/SSP3890739
SSP3890740;BASIAS;IDF9301683;;6 rue CLAUDE BERNARD;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3814259;48.92014;https://fiches-risques.brgm.fr/georisques/casias/SSP3890740
SSP3890742;BASIAS;IDF9301685;; rue CREVECOEUR de;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.3851643;48.919598;https://fiches-risques.brgm.fr/georisques/casias/SSP3890742
SSP3890743;BASIAS;IDF9301686;;41 rue CREVECOEUR;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3848643;48.91987;https://fiches-risques.brgm.fr/georisques/casias/SSP3890743
SSP3890744;BASIAS;IDF9301687;;38 rue PIERRE CURIE;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3850284;48.920258;https://fiches-risques.brgm.fr/georisques/casias/SSP3890744
SSP3890745;BASIAS;IDF9301688;;51 rue CREVECOEUR;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3858602;48.91967;https://fiches-risques.brgm.fr/georisques/casias/SSP3890745
SSP3890746;BASIAS;IDF9301689;;3 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.386406;48.919556;https://fiches-risques.brgm.fr/georisques/casias/SSP3890746
SSP3890747;BASIAS;IDF9301690;;3 Place JULES VERNE;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.386611;48.920002;https://fiches-risques.brgm.fr/georisques/casias/SSP3890747
SSP3890748;BASIAS;IDF9301691;;5 bis rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3870072;48.920525;https://fiches-risques.brgm.fr/georisques/casias/SSP3890748
SSP3890749;BASIAS;IDF9301692;;"9 rue EMILE ZOLA ; 17 rue JOLLOIS";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.387021;48.920643;https://fiches-risques.brgm.fr/georisques/casias/SSP3890749
SSP3890750;BASIAS;IDF9301693;;28 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3885353;48.920353;https://fiches-risques.brgm.fr/georisques/casias/SSP3890750
SSP3890751;BASIAS;IDF9301694;;36 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3882904;48.920956;https://fiches-risques.brgm.fr/georisques/casias/SSP3890751
SSP3890752;BASIAS;IDF9301695;;42 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3892326;48.921703;https://fiches-risques.brgm.fr/georisques/casias/SSP3890752
SSP3890754;BASIAS;IDF9301697;;56 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.389861;48.92232;https://fiches-risques.brgm.fr/georisques/casias/SSP3890754
SSP3890755;BASIAS;IDF9301698;;"60 rue EMILE ZOLA, ex 32 rue EMILE ZOLA";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3902984;48.92279;https://fiches-risques.brgm.fr/georisques/casias/SSP3890755
SSP3890756;BASIAS;IDF9301699;;64 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3910358;48.923267;https://fiches-risques.brgm.fr/georisques/casias/SSP3890756
SSP3890757;BASIAS;IDF9301700;;29 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3877048;48.922215;https://fiches-risques.brgm.fr/georisques/casias/SSP3890757
SSP3890758;BASIAS;IDF9301701;;" rue GARE de la ; rue JOLLOIS ; rue EMILE ZOLA";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.3861313;48.92244;https://fiches-risques.brgm.fr/georisques/casias/SSP3890758
SSP3890759;BASIAS;IDF9301702;;24 rue GARE de la;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.386091;48.92317;https://fiches-risques.brgm.fr/georisques/casias/SSP3890759
SSP3890760;BASIAS;IDF9301703;;20 rue JOLLOIS;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3842108;48.92145;https://fiches-risques.brgm.fr/georisques/casias/SSP3890760
SSP3890761;BASIAS;IDF9301704;;22 rue JOLLOIS;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3838015;48.921543;https://fiches-risques.brgm.fr/georisques/casias/SSP3890761
SSP3890814;BASIAS;IDF9301757;;7 avenue LOUIS BLERIOT;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.4079456;48.934273;https://fiches-risques.brgm.fr/georisques/casias/SSP3890814
SSP3890762;BASIAS;IDF9301705;;45 boulevard PASTEUR;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3832018;48.92245;https://fiches-risques.brgm.fr/georisques/casias/SSP3890762
SSP3890763;BASIAS;IDF9301706;;47 rue FRANCS TIREURS des;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3827796;48.923233;https://fiches-risques.brgm.fr/georisques/casias/SSP3890763
SSP3890764;BASIAS;IDF9301707;; Sente FONTAINE AUX BRETONS de la;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.3765566;48.923046;https://fiches-risques.brgm.fr/georisques/casias/SSP3890764
SSP3890765;BASIAS;IDF9301708;;23 bis avenue GENERAL LECLERC du;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3797803;48.926743;https://fiches-risques.brgm.fr/georisques/casias/SSP3890765
SSP3890766;BASIAS;IDF9301709;;32 bis avenue GENERAL LECLERC du;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3802986;48.92752;https://fiches-risques.brgm.fr/georisques/casias/SSP3890766
SSP3890767;BASIAS;IDF9301710;; Gare AUBERVILLIERS d';93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.389304;48.924553;https://fiches-risques.brgm.fr/georisques/casias/SSP3890767
SSP3890768;BASIAS;IDF9301711;;11 rue VICTOR HUGO;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3867114;48.92493;https://fiches-risques.brgm.fr/georisques/casias/SSP3890768
SSP3890769;BASIAS;IDF9301712;;66 boulevard PASTEUR;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3859074;48.92619;https://fiches-risques.brgm.fr/georisques/casias/SSP3890769
SSP3890770;BASIAS;IDF9301713;;66 boulevard PASTEUR;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.385362;48.926407;https://fiches-risques.brgm.fr/georisques/casias/SSP3890770
SSP3890771;BASIAS;IDF9301714;;8 avenue GABRIEL PERI;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3870277;48.927277;https://fiches-risques.brgm.fr/georisques/casias/SSP3890771
SSP3890772;BASIAS;IDF9301715;;"13 rue GABRIEL PERI, ex 13 rue BILLAUT; rue LACAZETTE";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.386996;48.92849;https://fiches-risques.brgm.fr/georisques/casias/SSP3890772
SSP3890773;BASIAS;IDF9301716;"INVESTOR ;  QUICK FRANCE ; SATAM";63 avenue GENERAL LECLERC du;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3833444;48.928925;https://fiches-risques.brgm.fr/georisques/casias/SSP3890773
SSP3890774;BASIAS;IDF9301717;;78 avenue GENERAL LECLERC du;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3845458;48.92934;https://fiches-risques.brgm.fr/georisques/casias/SSP3890774
SSP3890775;BASIAS;IDF9301718;;" rue SAINT DENIS, ex route de BONDY actuelle place du GENERAL LECLERC";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.3844504;48.929634;https://fiches-risques.brgm.fr/georisques/casias/SSP3890775
SSP3890776;BASIAS;IDF9301719;;80 avenue GENERAL LECLERC du  (8 place du GENERAL LECLERC);93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3855557;48.929283;https://fiches-risques.brgm.fr/georisques/casias/SSP3890776
SSP3890777;BASIAS;IDF9301720;;84 rue SAINT-DENIS;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.383601;48.92964;https://fiches-risques.brgm.fr/georisques/casias/SSP3890777
SSP3890778;BASIAS;IDF9301721;;74 rue SAINT-DENIS;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3830314;48.92988;https://fiches-risques.brgm.fr/georisques/casias/SSP3890778
SSP3890815;BASIAS;IDF9301758;;1 avenue LOUIS BLERIOT;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.4088473;48.934776;https://fiches-risques.brgm.fr/georisques/casias/SSP3890815
SSP3890779;BASIAS;IDF9301722;;"27 rue SAINT DENIS, ex 3 à 7 rue SAINT DENIS ex route de BONDY actuelle place du GENERAL LECLERC";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.385052;48.930714;https://fiches-risques.brgm.fr/georisques/casias/SSP3890779
SSP3890780;BASIAS;IDF9301723;;"17 rue SAINT DENIS, ex route de BONDY";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.3842335;48.93093;https://fiches-risques.brgm.fr/georisques/casias/SSP3890780
SSP3890781;BASIAS;IDF9301724;; HAUTES NOELLES Les;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Non renseigné;2.3848753;48.931435;https://fiches-risques.brgm.fr/georisques/casias/SSP3890781
SSP3890782;BASIAS;IDF9301725;;26 avenue ROGER SALENGRO;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3869774;48.93156;https://fiches-risques.brgm.fr/georisques/casias/SSP3890782
SSP3890783;BASIAS;IDF9301726;;111 avenue GENERAL LECLERC du;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3876996;48.930454;https://fiches-risques.brgm.fr/georisques/casias/SSP3890783
SSP3890784;BASIAS;IDF9301727;; Sente SOUCHE de la;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Manuel vérifié;2.389678;48.92994;https://fiches-risques.brgm.fr/georisques/casias/SSP3890784
SSP3890785;BASIAS;IDF9301728;; Sente SOUCHE de la;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Manuel vérifié;2.3902109;48.93046;https://fiches-risques.brgm.fr/georisques/casias/SSP3890785
SSP3890786;BASIAS;IDF9301729;;"33 avenue VICTOR HUGO ; 34 avenue de la REPUBLIQUE";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3910933;48.926025;https://fiches-risques.brgm.fr/georisques/casias/SSP3890786
SSP3890787;BASIAS;IDF9301730;;9 rue JULES FERRY;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3923903;48.926456;https://fiches-risques.brgm.fr/georisques/casias/SSP3890787
SSP3890788;BASIAS;IDF9301731;;"5 rue JULES FERRY ; rue de la CONVENTION";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3925545;48.926846;https://fiches-risques.brgm.fr/georisques/casias/SSP3890788
SSP3890789;BASIAS;IDF9301732;;"4 rue JULES FERRY ; rue EMILE ZOLA ; rue de la CONVENTION";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3929634;48.926384;https://fiches-risques.brgm.fr/georisques/casias/SSP3890789
SSP3890790;BASIAS;IDF9301733;;"63 rue CONVENTION de la, ex 63 rue de BONDY";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3923643;48.927715;https://fiches-risques.brgm.fr/georisques/casias/SSP3890790
SSP3890791;BASIAS;IDF9301734;;87 rue CONVENTION de la;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3939333;48.92722;https://fiches-risques.brgm.fr/georisques/casias/SSP3890791
SSP3890792;BASIAS;IDF9301735;;"60 rue CHEVALIER DE LA BARRE du ; 9 rue EDGAR QUINET";93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3942897;48.92867;https://fiches-risques.brgm.fr/georisques/casias/SSP3890792
SSP3890793;BASIAS;IDF9301736;;14 rue EDGAR QUINET;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.394822;48.92848;https://fiches-risques.brgm.fr/georisques/casias/SSP3890793
SSP3890794;BASIAS;IDF9301737;;93 rue CONVENTION de la;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3952022;48.92694;https://fiches-risques.brgm.fr/georisques/casias/SSP3890794
SSP3890795;BASIAS;IDF9301738;;10 rue VILLOT;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3960893;48.927067;https://fiches-risques.brgm.fr/georisques/casias/SSP3890795
SSP3890796;BASIAS;IDF9301739;;2 avenue MARCEL CACHIN;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3975086;48.92695;https://fiches-risques.brgm.fr/georisques/casias/SSP3890796
SSP3890797;BASIAS;IDF9301740;;1 avenue JEAN JAURES;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;Géocodage non vérifié;2.3991172;48.92557;https://fiches-risques.brgm.fr/georisques/casias/SSP3890797
SSP3890798;BASIAS;IDF9301741;;80 rue EMILE ZOLA;93120;93027;LA COURNEUVE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Géocodage non vérifié;2.3935468;48.9234;https://fiches-risques.brgm.fr/georisques/casias/SSP3890798
