code_metier;nom_inventaire;code_inventaire;nom_etablissement;adresse;code_postal;code_insee;nom_commune;code_departement;nom_departement;code_region;nom_region;etat_activite;nature_localisation;x_wgs84;y_wgs84;fiche_risque
SSP3893337;BASIAS;IDF9304298;"TOLERIE INDUSTRIELLE ; CHAUDRONNERIE";57 rue PARMENTIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4322891;48.859318;https://fiches-risques.brgm.fr/georisques/casias/SSP3893337
SSP3893338;BASIAS;IDF9304299;FONDERIE DE METAUX NON FERREUX;47 bis rue EDOUARD VAILLANT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4323206;48.85431;https://fiches-risques.brgm.fr/georisques/casias/SSP3893338
SSP3893339;BASIAS;IDF9304300;TRAITEMENT DES METAUX;83 rue SERGENT BOBILLOT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4327106;48.8517;https://fiches-risques.brgm.fr/georisques/casias/SSP3893339
SSP3893340;BASIAS;IDF9304301;"DECOUPAGE ET EMBOUTISSAGE DES METAUX ET ALLIAGES ; DECAPAGE DES METAUX ; TREMPE";26 rue DENIS COUTURIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4328287;48.863464;https://fiches-risques.brgm.fr/georisques/casias/SSP3893340
SSP3893341;BASIAS;IDF9304302;DECOUPAGE ET EMBOUTISSAGE DES METAUX;31 rue DOUY DELCUPE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4330988;48.8551;https://fiches-risques.brgm.fr/georisques/casias/SSP3893341
SSP3893342;BASIAS;IDF9304303;"DECOUPAGE, SOUDURE DES METAUX";25 rue DOUY DELCUPE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.433412;48.85502;https://fiches-risques.brgm.fr/georisques/casias/SSP3893342
SSP3893343;BASIAS;IDF9304304;"VERNISSAGE, APPLICATION DE PEINTURES";46 rue MOULIN à VENT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.433743;48.871037;https://fiches-risques.brgm.fr/georisques/casias/SSP3893343
SSP3893344;BASIAS;IDF9304305;"GARAGE AUTOMOBILE ; DISTRIBUTION DE CARBURANT";2 rue JULES FERRY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.433953;48.859867;https://fiches-risques.brgm.fr/georisques/casias/SSP3893344
SSP3893345;BASIAS;IDF9304306;DEPOT DE FERRAILLES;10 rue MARCEL SEMBAT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4341152;48.85912;https://fiches-risques.brgm.fr/georisques/casias/SSP3893345
SSP3893346;BASIAS;IDF9304307;DEPOT DE FERRAILLES;1 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4345677;48.867588;https://fiches-risques.brgm.fr/georisques/casias/SSP3893346
SSP3893347;BASIAS;IDF9304308;"GARAGE AUTOMOBILE, TOLERIE";21 rue BEAUNE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.435142;48.861584;https://fiches-risques.brgm.fr/georisques/casias/SSP3893347
SSP3893348;BASIAS;IDF9304309;MENUISERIE;6 rue DOUY DELCUPE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4352517;48.855026;https://fiches-risques.brgm.fr/georisques/casias/SSP3893348
SSP3893349;BASIAS;IDF9304310;CASSE AUTOMOBILE;45 rue MOULIN à VENT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4352844;48.87149;https://fiches-risques.brgm.fr/georisques/casias/SSP3893349
SSP3893350;BASIAS;IDF9304311;FONDERIE DE METAUX NON FERREUX;17 rue BEAUNE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4356055;48.861618;https://fiches-risques.brgm.fr/georisques/casias/SSP3893350
SSP3893375;BASIAS;IDF9304336;VERNISSAGE AU PISTOLET;58 rue DOCTEUR CALMETTE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4388216;48.867954;https://fiches-risques.brgm.fr/georisques/casias/SSP3893375
SSP3893351;BASIAS;IDF9304312;"FABRICATION DE FREINS POUR CYCLES ; DECOUPAGE DES METAUX";33 avenue KLEBER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4356072;48.855564;https://fiches-risques.brgm.fr/georisques/casias/SSP3893351
SSP3893352;BASIAS;IDF9304313;"APPLICATION DE PEINTURE ; DLI";14 rue BEAUNE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4357016;48.861977;https://fiches-risques.brgm.fr/georisques/casias/SSP3893352
SSP3893353;BASIAS;IDF9304314;"REPARATION, CARROSSERIE AUTOMOBILE";6 bis rue COLBERT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4358807;48.862896;https://fiches-risques.brgm.fr/georisques/casias/SSP3893353
SSP3893354;BASIAS;IDF9304315;CHAUDRONNERIE - TOLERIE;8 rue PARMENTIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4358885;48.85999;https://fiches-risques.brgm.fr/georisques/casias/SSP3893354
SSP3893355;BASIAS;IDF9304316;FONDERIE;87 rue ALEXIS PESNON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4363704;48.862392;https://fiches-risques.brgm.fr/georisques/casias/SSP3893355
SSP3893356;BASIAS;IDF9304317;"POLISSAGE, NICKELAGE DES METAUX";85 avenue ALEXIS PESNON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4364245;48.86222;https://fiches-risques.brgm.fr/georisques/casias/SSP3893356
SSP3893357;BASIAS;IDF9304318;DEPOT DE FERRAILLES;91 rue ALEXIS PESNON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4365342;48.86256;https://fiches-risques.brgm.fr/georisques/casias/SSP3893357
SSP3893358;BASIAS;IDF9304319;DECOUPAGE ET EMBOUTISSAGE DES METAUX;28 rue VILLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.436539;48.864964;https://fiches-risques.brgm.fr/georisques/casias/SSP3893358
SSP3893359;BASIAS;IDF9304320;APPRETAGE DES PEAUX;82 avenue ALEXIS PESNON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4369426;48.862335;https://fiches-risques.brgm.fr/georisques/casias/SSP3893359
SSP3893360;BASIAS;IDF9304321;LUSTRAGE DE PEAUX;102 rue MOULIN à VENT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.43696;48.871006;https://fiches-risques.brgm.fr/georisques/casias/SSP3893360
SSP3893361;BASIAS;IDF9304322;CARROSSERIE AUTOMOBILE;100 rue ALEXIS PESNON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.437123;48.863937;https://fiches-risques.brgm.fr/georisques/casias/SSP3893361
SSP3893362;BASIAS;IDF9304323;PRESSING;3 avenue GABRIEL PERI;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.437275;48.85808;https://fiches-risques.brgm.fr/georisques/casias/SSP3893362
SSP3893363;BASIAS;IDF9304324;"FABRICATION DE MACHINES A CONFISERIE ; FABRICATION DE MACHINES POUR BISCUITERIES";25 rue VINCENNES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4375691;48.855286;https://fiches-risques.brgm.fr/georisques/casias/SSP3893363
SSP3893364;BASIAS;IDF9304325;"GARAGE AUTOMOBILE ; TRANSPORT - DEMENAGEMENTS";2 rue MERIEL;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4376063;48.860287;https://fiches-risques.brgm.fr/georisques/casias/SSP3893364
SSP3893365;BASIAS;IDF9304326;GARAGE AUTOMOBILE;89 rue ALEXIS LEPERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4377847;48.86757;https://fiches-risques.brgm.fr/georisques/casias/SSP3893365
SSP3893366;BASIAS;IDF9304327;TRAITEMENT DES METAUX;11 bis rue RABELAIS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4378424;48.862354;https://fiches-risques.brgm.fr/georisques/casias/SSP3893366
SSP3893367;BASIAS;IDF9304328;CARROSSERIE AUTOMOBILE;40 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.437854;48.868206;https://fiches-risques.brgm.fr/georisques/casias/SSP3893367
SSP3893368;BASIAS;IDF9304329;VERNISSAGE;62 rue ALEXIS LEPERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.437918;48.866005;https://fiches-risques.brgm.fr/georisques/casias/SSP3893368
SSP3893369;BASIAS;IDF9304330;GARAGE AUTOMOBILE;9 avenue GABRIEL PERI;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.438365;48.857983;https://fiches-risques.brgm.fr/georisques/casias/SSP3893369
SSP3893370;BASIAS;IDF9304331;"GARAGE AUTOMOBILE ; DLI";5 rue MERIEL;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4385884;48.860573;https://fiches-risques.brgm.fr/georisques/casias/SSP3893370
SSP3893371;BASIAS;IDF9304332;"GARAGE AUTOMOBILE ; DECOUPAGE DES METAUX";49 boulevard ROUGET DE LISLE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4386542;48.8595;https://fiches-risques.brgm.fr/georisques/casias/SSP3893371
SSP3893372;BASIAS;IDF9304333;FONDERIE DE METAUX NON FERREUX ET ALLIAGES;58 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.438672;48.868244;https://fiches-risques.brgm.fr/georisques/casias/SSP3893372
SSP3893373;BASIAS;IDF9304334;GARAGE AUTOMOBILE;1 rue HOCHE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4387865;48.864197;https://fiches-risques.brgm.fr/georisques/casias/SSP3893373
SSP3893374;BASIAS;IDF9304335;"CHAUDRONNERIE - TOLERIE ; DEROCHAGE DES METAUX ; MECANIQUE ET OUTILLAGE DE PRECISION";5 rue BUFFON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4387975;48.862946;https://fiches-risques.brgm.fr/georisques/casias/SSP3893374
SSP3893376;BASIAS;IDF9304337;FONDERIE DE METAUX ET ALLIAGES;23 rue BUFFON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4389238;48.864746;https://fiches-risques.brgm.fr/georisques/casias/SSP3893376
SSP3893377;BASIAS;IDF9304338;TRAVAIL DU CAOUTCHOUC;35 rue ROMAINVILLE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.438982;48.8598;https://fiches-risques.brgm.fr/georisques/casias/SSP3893377
SSP3893378;BASIAS;IDF9304339;"EMPLOI DE MATIERES PLASTIQUES ; TRAVAIL MECANIQUE";3 rue BUFFON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.439138;48.86272;https://fiches-risques.brgm.fr/georisques/casias/SSP3893378
SSP3893379;BASIAS;IDF9304340;"GARAGE AUTOMOBILE ; DLI";31 boulevard ROUGET DE LISLE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4391732;48.85997;https://fiches-risques.brgm.fr/georisques/casias/SSP3893379
SSP3893380;BASIAS;IDF9304341;DECOUPAGE ET EMBOUTISSAGE DES METAUX;49 rue VICTOR HUGO;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.439231;48.861614;https://fiches-risques.brgm.fr/georisques/casias/SSP3893380
SSP3893381;BASIAS;IDF9304342;"DECOUPAGE ET DEROCHAGE DES METAUX ; DLI ; TOLERIE";51 rue VICTOR HUGO;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.439245;48.86176;https://fiches-risques.brgm.fr/georisques/casias/SSP3893381
SSP3893382;BASIAS;IDF9304343;DEPOT DE FERRAILLES;16 avenue GABRIEL PERI;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4393313;48.857395;https://fiches-risques.brgm.fr/georisques/casias/SSP3893382
SSP3893383;BASIAS;IDF9304344;"MONTAGE DE STORES ; VERNISSAGE";37 rue DOMBASLE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4510715;48.865982;https://fiches-risques.brgm.fr/georisques/casias/SSP3893383
SSP3893384;BASIAS;IDF9304345;"CHAUFFERIE ; DLI";18 avenue GABRIEL PERI;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4396992;48.85737;https://fiches-risques.brgm.fr/georisques/casias/SSP3893384
SSP3893385;BASIAS;IDF9304346;DEPOT DE HOUILLE;66 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4399533;48.868214;https://fiches-risques.brgm.fr/georisques/casias/SSP3893385
SSP3893386;BASIAS;IDF9304347;DEPOT DE FERRAILLES;11 rue MARGOTTES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4401226;48.870983;https://fiches-risques.brgm.fr/georisques/casias/SSP3893386
SSP3893387;BASIAS;IDF9304348;ENTRETIEN ET REPARATION DE RADIATEURS AUTOMOBILES;5 rue COLMET LEPINAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.440173;48.855732;https://fiches-risques.brgm.fr/georisques/casias/SSP3893387
SSP3893388;BASIAS;IDF9304349;APPRETAGE ET LUSTRAGE DES PEAUX;8 rue COLMET LEPINAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4401994;48.85531;https://fiches-risques.brgm.fr/georisques/casias/SSP3893388
SSP3893389;BASIAS;IDF9304350;STUDIO LABORATOIRE PHOTOGRAPHIQUE;58 avenue PRESIDENT WILSON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.440329;48.858727;https://fiches-risques.brgm.fr/georisques/casias/SSP3893389
SSP3893390;BASIAS;IDF9304351;CHAUDRONNERIE - TOLERIE;56 avenue PRESIDENT WILSON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.440343;48.858833;https://fiches-risques.brgm.fr/georisques/casias/SSP3893390
SSP3893391;BASIAS;IDF9304352;"POLISSAGE DES METAUX ; EMPLOI DE LIQUIDES HALOGENES";54 avenue PRESIDENT WILSON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4403567;48.858932;https://fiches-risques.brgm.fr/georisques/casias/SSP3893391
SSP3893392;BASIAS;IDF9304353;DEPOT DE FERRAILLES;76 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4404714;48.868187;https://fiches-risques.brgm.fr/georisques/casias/SSP3893392
SSP3893393;BASIAS;IDF9304354;DEPOT DE FERRAILLES;42 avenue PRESIDENT WILSON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.440604;48.859833;https://fiches-risques.brgm.fr/georisques/casias/SSP3893393
SSP3893394;BASIAS;IDF9304355;TRAVAIL DU CAOUTCHOUC;9 boulevard ROUGET DE LISLE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.440634;48.86117;https://fiches-risques.brgm.fr/georisques/casias/SSP3893394
SSP3893395;BASIAS;IDF9304356;"FABRICATION DE FOURNITURES POUR CYCLES ; VERNISSAGE DES METAUX AU FOUR";9 rue MOLIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4410646;48.8585;https://fiches-risques.brgm.fr/georisques/casias/SSP3893395
SSP3893396;BASIAS;IDF9304357;TRAVAIL DES PEAUX;12 rue DOCTEUR CALMETTE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.441164;48.867046;https://fiches-risques.brgm.fr/georisques/casias/SSP3893396
SSP3893397;BASIAS;IDF9304358;"GARAGE AUTOMOBILE ; DLI";48 Place CARNOT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4412355;48.855633;https://fiches-risques.brgm.fr/georisques/casias/SSP3893397
SSP3893398;BASIAS;IDF9304359;"DEPOT DE FERRAILLES, DE PLATRE ET CIMENT";9 Place JEAN JAURES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4413044;48.862503;https://fiches-risques.brgm.fr/georisques/casias/SSP3893398
SSP3893399;BASIAS;IDF9304360;"DECOUPAGE DE METAUX ; DLI";75 boulevard HENRI BARBUSSE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.441602;48.86783;https://fiches-risques.brgm.fr/georisques/casias/SSP3893399
SSP3893400;BASIAS;IDF9304361;DECOLLETAGE DES METAUX;31 rue CARNOT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4416184;48.856163;https://fiches-risques.brgm.fr/georisques/casias/SSP3893400
SSP3893401;BASIAS;IDF9304362;"FABRICATION DE PEINTURES, VERNIS, RESINES";41 rue CARNOT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4416294;48.854958;https://fiches-risques.brgm.fr/georisques/casias/SSP3893401
SSP3893402;BASIAS;IDF9304363;TOLERIE;24 rue COLMET LEPINAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.441657;48.85515;https://fiches-risques.brgm.fr/georisques/casias/SSP3893402
SSP3893403;BASIAS;IDF9304364;TRAITEMENT DE SURFACE;36 rue MOLIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4417856;48.85796;https://fiches-risques.brgm.fr/georisques/casias/SSP3893403
SSP3893404;BASIAS;IDF9304365;FONDERIE DE METAUX NON FERREUX;23 rue MOLIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.442018;48.858295;https://fiches-risques.brgm.fr/georisques/casias/SSP3893404
SSP3893405;BASIAS;IDF9304366;FONDERIE DE METAUX;24 rue SAIGNE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4421856;48.85377;https://fiches-risques.brgm.fr/georisques/casias/SSP3893405
SSP3893406;BASIAS;IDF9304367;"GARAGE AUTOMOBILE ; DLI ; TRANSPORTS ROUTIERS";72 rue CONDORCET;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.442014;48.856342;https://fiches-risques.brgm.fr/georisques/casias/SSP3893406
SSP3893407;BASIAS;IDF9304368;"TOLERIE - CHAUDRONNERIE ; DEPOT D'ACETYLENE";32 rue COLMET LEPINAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4424062;48.854984;https://fiches-risques.brgm.fr/georisques/casias/SSP3893407
SSP3893408;BASIAS;IDF9304369;TRAITEMENT DES METAUX;7 rue FAIDHERBE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4424691;48.86538;https://fiches-risques.brgm.fr/georisques/casias/SSP3893408
SSP3893409;BASIAS;IDF9304370;"TOLERIE ; COMPRESSSION D'AIR ; VERNISSAGE";34 boulevard HENRI BARBUSSE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.442648;48.866116;https://fiches-risques.brgm.fr/georisques/casias/SSP3893409
SSP3893410;BASIAS;IDF9304371;DECOUPAGE DES METAUX;11 rue CLOTILDE GAILLARD;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.442823;48.85869;https://fiches-risques.brgm.fr/georisques/casias/SSP3893410
SSP3893411;BASIAS;IDF9304372;"GARAGE AUTOMOBILE ; DEPOT DE PAPIERS USAGES";50 rue MOLIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4432569;48.857674;https://fiches-risques.brgm.fr/georisques/casias/SSP3893411
SSP3893412;BASIAS;IDF9304373;FONDERIE D'ALUMINIUM;7 rue FRANKLIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4432645;48.861225;https://fiches-risques.brgm.fr/georisques/casias/SSP3893412
SSP3893413;BASIAS;IDF9304374;DEPOT DE CHIFFONS;54 rue MOLIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4434204;48.857635;https://fiches-risques.brgm.fr/georisques/casias/SSP3893413
SSP3893414;BASIAS;IDF9304375;GARAGE AUTOMOBILE;33 rue STALINGRAD;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.443586;48.858635;https://fiches-risques.brgm.fr/georisques/casias/SSP3893414
SSP3893415;BASIAS;IDF9304376;GARAGE AUTOMOBILE;14 bis rue CLOTILDE GAILLARD;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4436412;48.858868;https://fiches-risques.brgm.fr/georisques/casias/SSP3893415
SSP3893416;BASIAS;IDF9304377;FONDERIE DE METAUX;35 rue STALINGRAD;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4437084;48.858517;https://fiches-risques.brgm.fr/georisques/casias/SSP3893416
SSP3893417;BASIAS;IDF9304378;"GARAGE AUTOMOBILE ; TRANSPORT ROUTIER ; VERNISSAGE";126 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4437292;48.86822;https://fiches-risques.brgm.fr/georisques/casias/SSP3893417
SSP3893418;BASIAS;IDF9304379;DECOLLETAGE ET MEULAGE DES METAUX;44 rue FRANKLIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4443717;48.862762;https://fiches-risques.brgm.fr/georisques/casias/SSP3893418
SSP3893419;BASIAS;IDF9304380;"DECOUPAGE DES METAUX ET TOLERIE ; MECANIQUE GENERALE";7 bis rue GASTON LAURIAU;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.444476;48.860477;https://fiches-risques.brgm.fr/georisques/casias/SSP3893419
SSP3893420;BASIAS;IDF9304381;DEPOT DE FERRAILLES;8 rue ROSNY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.444763;48.860836;https://fiches-risques.brgm.fr/georisques/casias/SSP3893420
SSP3893421;BASIAS;IDF9304382;GARAGE AUTOMOBILE;40 avenue BERLIOZ;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4451146;48.87213;https://fiches-risques.brgm.fr/georisques/casias/SSP3893421
SSP3893422;BASIAS;IDF9304383;DEPOT DE FERRAILLES;46 avenue BERLIOZ;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4456193;48.87232;https://fiches-risques.brgm.fr/georisques/casias/SSP3893422
SSP3893423;BASIAS;IDF9304384;DEPOT DE FERRAILLES;5 rue CONDORCET;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4461217;48.858936;https://fiches-risques.brgm.fr/georisques/casias/SSP3893423
SSP3893424;BASIAS;IDF9304385;DEPOT DE FERRAILLES;48 rue DESIRE CHEVALIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;Non renseigné;2.4462826;48.857723;https://fiches-risques.brgm.fr/georisques/casias/SSP3893424
