code_metier;nom_etablissement;adresse;code_postal;code_insee;nom_commune;code_departement;nom_departement;code_region;nom_region;etat_activite;x_wgs84;y_wgs84;fiche_risque
SSP3889852;;24 avenue FRAYCE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3422482;48.908432;https://fiches-risques.brgm.fr/georisques/casias/SSP3889852
SSP3889853;;7 rue MADELEINE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3418252;48.907974;https://fiches-risques.brgm.fr/georisques/casias/SSP3889853
SSP3889854;;"93 rue CHAPELLE de la, actuelle rue du docteur BAUER";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3410203;48.907974;https://fiches-risques.brgm.fr/georisques/casias/SSP3889854
SSP3889872;;48 rue EUGENE BERTHOUD;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3475544;48.905067;https://fiches-risques.brgm.fr/georisques/casias/SSP3889872
SSP3889873;;"155 rue DOCTEUR BAUER du, ex rue de la CHAPELLE ; rue ADRIEN LESESNE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.34825;48.904545;https://fiches-risques.brgm.fr/georisques/casias/SSP3889873
SSP3889874;;107 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3449216;48.904152;https://fiches-risques.brgm.fr/georisques/casias/SSP3889874
SSP3889875;;115 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3448396;48.903828;https://fiches-risques.brgm.fr/georisques/casias/SSP3889875
SSP3889876;;117 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.345276;48.90337;https://fiches-risques.brgm.fr/georisques/casias/SSP3889876
SSP3889877;;"165 rue CHAPELLE de la, actuelle rue du docteur BAUER";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3481133;48.903206;https://fiches-risques.brgm.fr/georisques/casias/SSP3889877
SSP3889878;;162 rue DOCTEUR BAUER du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3479905;48.902695;https://fiches-risques.brgm.fr/georisques/casias/SSP3889878
SSP3889879;;15 rue DESPORTES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3476086;48.90273;https://fiches-risques.brgm.fr/georisques/casias/SSP3889879
SSP3889896;;35 rue JULES VALLES et 28 rue PAUL BERT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3385918;48.901714;https://fiches-risques.brgm.fr/georisques/casias/SSP3889896
SSP3889897;;33 bis rue LECUYER;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3374598;48.90157;https://fiches-risques.brgm.fr/georisques/casias/SSP3889897
SSP3889898;;28 rue JULES VALLES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3370504;48.902298;https://fiches-risques.brgm.fr/georisques/casias/SSP3889898
SSP3889899;;15 rue JULES VALLES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.337296;48.90272;https://fiches-risques.brgm.fr/georisques/casias/SSP3889899
SSP3889900;;18 rue PLAISIR du et  rue des BONS ENFANTS;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.336955;48.903564;https://fiches-risques.brgm.fr/georisques/casias/SSP3889900
SSP3889901;;3 rue LOUIS DAIN;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.337937;48.904564;https://fiches-risques.brgm.fr/georisques/casias/SSP3889901
SSP3889902;;68 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3370504;48.90451;https://fiches-risques.brgm.fr/georisques/casias/SSP3889902
SSP3889903;;36 rue MATHIEU;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3356454;48.904377;https://fiches-risques.brgm.fr/georisques/casias/SSP3889903
SSP3889920;;67 rue DOCTEUR BAUER  du ex 67 rue de la CHAPELLE;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3396425;48.909763;https://fiches-risques.brgm.fr/georisques/casias/SSP3889920
SSP3889921;;"65 rue DOCTEUR BAUER du, ex rue de la CHAPELLE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3392317;48.910194;https://fiches-risques.brgm.fr/georisques/casias/SSP3889921
SSP3889922;;"61 rue CHAPELLE de la, actuelle rue du docteur BAUER";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3384273;48.910175;https://fiches-risques.brgm.fr/georisques/casias/SSP3889922
SSP3889923;;"46 rue DOCTEUR BAUER du, ex 46, 48, 50 rue de la CHAPELLE ex 36 rue de la CHAPELLE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3381271;48.909473;https://fiches-risques.brgm.fr/georisques/casias/SSP3889923
SSP3889924;;34 rue DOCTEUR BAUER du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.337132;48.91054;https://fiches-risques.brgm.fr/georisques/casias/SSP3889924
SSP3889925;;14 rue PROGRES du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3369415;48.910282;https://fiches-risques.brgm.fr/georisques/casias/SSP3889925
SSP3889926;;19 rue ANSELME;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3345675;48.910194;https://fiches-risques.brgm.fr/georisques/casias/SSP3889926
SSP3889927;;"28 rue ANSELME ; rue LIEUTADES, actuelle rue AMBROISE CROIZAT";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3351133;48.909798;https://fiches-risques.brgm.fr/georisques/casias/SSP3889927
SSP3889944;;71 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3295882;48.90852;https://fiches-risques.brgm.fr/georisques/casias/SSP3889944
SSP3889945;;25 rue LOUIS BLANC;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3312936;48.90755;https://fiches-risques.brgm.fr/georisques/casias/SSP3889945
SSP3889946;;"62 bis avenue GABRIEL PERI, ex 62 bis avenue des BATIGNOLLES";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.331921;48.907387;https://fiches-risques.brgm.fr/georisques/casias/SSP3889946
SSP3889947;;"57 avenue GABRIEL PERI, ex avenue des BATIGNOLLES";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3339145;48.907963;https://fiches-risques.brgm.fr/georisques/casias/SSP3889947
SSP3889948;;9 rue ROSIERS des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.335046;48.90732;https://fiches-risques.brgm.fr/georisques/casias/SSP3889948
SSP3889949;;"avenue BATIGNOLLES des ; chemin de MONTMARTRE";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3320167;48.905994;https://fiches-risques.brgm.fr/georisques/casias/SSP3889949
SSP3889950;;"2 rue GARIBALDI ; rue FARCOT";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3313074;48.905987;https://fiches-risques.brgm.fr/georisques/casias/SSP3889950
SSP3889951;;"13 avenue Capitaine GLARNER du, ex avenue de la GARE + rue FARCOT";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3297932;48.906246;https://fiches-risques.brgm.fr/georisques/casias/SSP3889951
SSP3889960;;61 rue CHARLES SCHMIDT;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3347862;48.90192;https://fiches-risques.brgm.fr/georisques/casias/SSP3889960
SSP3889961;;"111 avenue GABRIEL PERI, ex 111 avenue des BATIGNOLLES";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3313487;48.902855;https://fiches-risques.brgm.fr/georisques/casias/SSP3889961
SSP3889962;;25 rue BUTTES MONTMARTRE des;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3305578;48.90119;https://fiches-risques.brgm.fr/georisques/casias/SSP3889962
SSP3889963;;23 rue FONTAINE LA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3292756;48.901443;https://fiches-risques.brgm.fr/georisques/casias/SSP3889963
SSP3889964;;35 bis rue PASTEUR;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3293025;48.90228;https://fiches-risques.brgm.fr/georisques/casias/SSP3889964
SSP3889965;;"23 rue EMILE ZOLA ; 44 rue PASTEUR";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.328334;48.902252;https://fiches-risques.brgm.fr/georisques/casias/SSP3889965
SSP3889966;;"66 avenue Capitaine GLARNER  du, ex avenue de la Gare";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.329712;48.90274;https://fiches-risques.brgm.fr/georisques/casias/SSP3889966
SSP3889967;;46 avenue Capitaine GLARNER du;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3293161;48.902935;https://fiches-risques.brgm.fr/georisques/casias/SSP3889967
SSP3889983;;26 rue ARAGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3245218;48.904636;https://fiches-risques.brgm.fr/georisques/casias/SSP3889983
SSP3889984;;"27 rue JULES VERNE ; 21 rue ARAGO";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3256464;48.904377;https://fiches-risques.brgm.fr/georisques/casias/SSP3889984
SSP3889985;;12 rue MARTIN LEVASSEUR;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3251827;48.90408;https://fiches-risques.brgm.fr/georisques/casias/SSP3889985
SSP3889986;;34 rue MARTIN LEVASSEUR;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3262331;48.903503;https://fiches-risques.brgm.fr/georisques/casias/SSP3889986
SSP3889987;;34 rue EMILE ZOLA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.325449;48.90337;https://fiches-risques.brgm.fr/georisques/casias/SSP3889987
SSP3889988;;30 rue EMILE ZOLA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3257217;48.90301;https://fiches-risques.brgm.fr/georisques/casias/SSP3889988
SSP3889989;;6 Place PAYRET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3261652;48.90237;https://fiches-risques.brgm.fr/georisques/casias/SSP3889989
SSP3889990;;37 rue EMILE ZOLA;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3267245;48.90198;https://fiches-risques.brgm.fr/georisques/casias/SSP3889990
SSP3889999;;82 rue ARAGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3218415;48.901543;https://fiches-risques.brgm.fr/georisques/casias/SSP3889999
SSP3890001;;16 Passage TOUZET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.322114;48.902443;https://fiches-risques.brgm.fr/georisques/casias/SSP3890001
SSP3890002;;179 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3219092;48.90324;https://fiches-risques.brgm.fr/georisques/casias/SSP3890002
SSP3890003;;51 rue ARAGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.324651;48.903214;https://fiches-risques.brgm.fr/georisques/casias/SSP3890003
SSP3890004;;"147 boulevard VICTOR HUGO, ex 177bis boulevard VICTOR HUGO";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.323213;48.904404;https://fiches-risques.brgm.fr/georisques/casias/SSP3890004
SSP3890005;;161 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3214996;48.904194;https://fiches-risques.brgm.fr/georisques/casias/SSP3890005
SSP3890006;;144 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3212943;48.905983;https://fiches-risques.brgm.fr/georisques/casias/SSP3890006
SSP3890007;;19 rue CLICHY de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3226173;48.90691;https://fiches-risques.brgm.fr/georisques/casias/SSP3890007
SSP3890023;;"94 boulevard VICTOR HUGO ; 50 rue ARDOUIN";93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3222477;48.91147;https://fiches-risques.brgm.fr/georisques/casias/SSP3890023
SSP3890024;;Gare SAINT-OUEN de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3218927;48.911873;https://fiches-risques.brgm.fr/georisques/casias/SSP3890024
SSP3890025;;Gare SAINT-OUEN de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3217154;48.91218;https://fiches-risques.brgm.fr/georisques/casias/SSP3890025
SSP3890026;;94 boulevard VICTOR HUGO;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3205965;48.912647;https://fiches-risques.brgm.fr/georisques/casias/SSP3890026
SSP3890027;;17 Quai SEINE de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.318795;48.91388;https://fiches-risques.brgm.fr/georisques/casias/SSP3890027
SSP3890028;;11 Quai SEINE de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3178673;48.913662;https://fiches-risques.brgm.fr/georisques/casias/SSP3890028
SSP3890029;;3 Quai SEINE de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3171036;48.91296;https://fiches-risques.brgm.fr/georisques/casias/SSP3890029
SSP3890030;;1 Quai SEINE de;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3154666;48.912502;https://fiches-risques.brgm.fr/georisques/casias/SSP3890030
SSP3890063;;57 Quai MARINE de la;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3338013;48.944088;https://fiches-risques.brgm.fr/georisques/casias/SSP3890063
SSP3890064;;70 Quai MARINE de la;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3130472;48.949516;https://fiches-risques.brgm.fr/georisques/casias/SSP3890064
SSP3890065;;BIOCO Le;93450;93039;L'ILE SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3074625;48.950207;https://fiches-risques.brgm.fr/georisques/casias/SSP3890065
SSP3890073;;15 rue SAINT-DENIS;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.377305;48.920258;https://fiches-risques.brgm.fr/georisques/casias/SSP3890073
SSP3890074;;"4 boulevard BRICHE de la, actuel 4 boulevard FOCH";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3397808;48.943962;https://fiches-risques.brgm.fr/georisques/casias/SSP3890074
SSP3890075;;"6 boulevard FOCH, ex 8 boulevard de la BRICHE";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3393302;48.944187;https://fiches-risques.brgm.fr/georisques/casias/SSP3890075
SSP3890076;;BRICHE La;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3398628;48.94432;https://fiches-risques.brgm.fr/georisques/casias/SSP3890076
SSP3890077;;BRICHE La;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.339658;48.9445;https://fiches-risques.brgm.fr/georisques/casias/SSP3890077
SSP3890094;;26 rue ACACIAS des;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.327493;48.948414;https://fiches-risques.brgm.fr/georisques/casias/SSP3890094
SSP3890095;;18 rue CONCORDE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3263323;48.949116;https://fiches-risques.brgm.fr/georisques/casias/SSP3890095
SSP3890096;;40 rue BRICHE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3309064;48.949043;https://fiches-risques.brgm.fr/georisques/casias/SSP3890096
SSP3890097;;42 boulevard FOCH;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3304968;48.949116;https://fiches-risques.brgm.fr/georisques/casias/SSP3890097
SSP3890098;;boulevard BRICHE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.329541;48.94958;https://fiches-risques.brgm.fr/georisques/casias/SSP3890098
SSP3890099;;"153 avenue REPUBLIQUE de la, ex 63 avenue de la REPUBLIQUE";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3282163;48.95025;https://fiches-risques.brgm.fr/georisques/casias/SSP3890099
SSP3890100;;"141 avenue REPUBLIQUE de la, ex 57 avenue de la REPUBLIQUE";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3277657;48.95078;https://fiches-risques.brgm.fr/georisques/casias/SSP3890100
SSP3890101;;113 avenue REPUBLIQUE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3253763;48.95076;https://fiches-risques.brgm.fr/georisques/casias/SSP3890101
SSP3890110;;2 avenue REPUBLIQUE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3162;48.95255;https://fiches-risques.brgm.fr/georisques/casias/SSP3890110
SSP3890111;;route PONTOISE de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3153396;48.952873;https://fiches-risques.brgm.fr/georisques/casias/SSP3890111
SSP3890112;;1 avenue LATTRE DE TASSIGNY DE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3149571;48.95297;https://fiches-risques.brgm.fr/georisques/casias/SSP3890112
SSP3890113;;17 rue GENERAL JULIEN du;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3122394;48.953896;https://fiches-risques.brgm.fr/georisques/casias/SSP3890113
SSP3890114;;"8 avenue LATTRE DE TASSIGNY de, ex 42 ex 34 avenue PAUL VAILLANT COUTURIER";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3130171;48.955246;https://fiches-risques.brgm.fr/georisques/casias/SSP3890114
SSP3890115;;73 avenue LATTRE DE TASSIGNY de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3105626;48.956165;https://fiches-risques.brgm.fr/georisques/casias/SSP3890115
SSP3890116;;22 avenue SALVADORE ALLENDE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3087835;48.956234;https://fiches-risques.brgm.fr/georisques/casias/SSP3890116
SSP3890117;;118 rue PARIS de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3070362;48.95534;https://fiches-risques.brgm.fr/georisques/casias/SSP3890117
SSP3890134;;"7 avenue JOFFRE, ex 11, 13, 15 avenue de PONTOISE ex 151 route de PONTOISE";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3022964;48.95733;https://fiches-risques.brgm.fr/georisques/casias/SSP3890134
SSP3890135;;36 avenue JOFFRE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3025417;48.957993;https://fiches-risques.brgm.fr/georisques/casias/SSP3890135
SSP3890136;;72 avenue JOFFRE  et 76 avenue JOFFRE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.2991126;48.959972;https://fiches-risques.brgm.fr/georisques/casias/SSP3890136
SSP3890137;;"84 avenue JOFFRE, ex 84 route de PONTOISE";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.298648;48.96023;https://fiches-risques.brgm.fr/georisques/casias/SSP3890137
SSP3890138;;55 avenue JOFFRE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.297938;48.9601;https://fiches-risques.brgm.fr/georisques/casias/SSP3890138
SSP3890139;;57 avenue JOFFRE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.2977602;48.96024;https://fiches-risques.brgm.fr/georisques/casias/SSP3890139
SSP3890140;;15 rue ARRAS d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.2916274;48.96146;https://fiches-risques.brgm.fr/georisques/casias/SSP3890140
SSP3890141;;"163 avenue JOFFRE, ex 163 route de PONTOISE";93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.292009;48.962353;https://fiches-risques.brgm.fr/georisques/casias/SSP3890141
SSP3890158;;64 avenue LATTRE DE TASSIGNY DE;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3071704;48.959156;https://fiches-risques.brgm.fr/georisques/casias/SSP3890158
SSP3890159;;55 rue ENGHEIN d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.306719;48.960323;https://fiches-risques.brgm.fr/georisques/casias/SSP3890159
SSP3890160;;70 avenue ENGHEIN d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3069785;48.960487;https://fiches-risques.brgm.fr/georisques/casias/SSP3890160
SSP3890161;;48 avenue ENGHEIN d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3082898;48.95992;https://fiches-risques.brgm.fr/georisques/casias/SSP3890161
SSP3890162;;42 avenue ENGHEIN d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.30829;48.959354;https://fiches-risques.brgm.fr/georisques/casias/SSP3890162
SSP3890163;;2 rue ENGHEIN d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3092377;48.958298;https://fiches-risques.brgm.fr/georisques/casias/SSP3890163
SSP3890164;;4 avenue ENGHEIN d';93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3091285;48.958412;https://fiches-risques.brgm.fr/georisques/casias/SSP3890164
SSP3890165;;Chemin JUSTICE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3125358;48.962105;https://fiches-risques.brgm.fr/georisques/casias/SSP3890165
SSP3890182;;153 route SAINT LEU de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3352206;48.953278;https://fiches-risques.brgm.fr/georisques/casias/SSP3890182
SSP3890183;;18 rue SAINT LEU de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3415663;48.949944;https://fiches-risques.brgm.fr/georisques/casias/SSP3890183
SSP3890184;;133 route SAINT LEU de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3373234;48.95192;https://fiches-risques.brgm.fr/georisques/casias/SSP3890184
SSP3890185;;115 route SAINT LEU de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.33705;48.951954;https://fiches-risques.brgm.fr/georisques/casias/SSP3890185
SSP3890186;;53 route SAINT LEU de;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.342621;48.94878;https://fiches-risques.brgm.fr/georisques/casias/SSP3890186
SSP3890187;;263 avenue REPUBLIQUE de la;93800;93031;EPINAY SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.3438585;48.947372;https://fiches-risques.brgm.fr/georisques/casias/SSP3890187
