code_metier;nom_etablissement;adresse;code_postal;code_insee;nom_commune;code_departement;nom_departement;code_region;nom_region;etat_activite;x_wgs84;y_wgs84;fiche_risque
SSP3893922;TRAVAIL DU BOIS;15 rue BUFFON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4386353;48.86364;https://fiches-risques.brgm.fr/georisques/casias/SSP3893922
SSP3893923;"TRAVAIL DU BOIS ; MENUISERIE";16 rue CHEMIN VERT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.443064;48.869453;https://fiches-risques.brgm.fr/georisques/casias/SSP3893923
SSP3893924;TRAVAIL DU BOIS;15 rue D'ALEMBERT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4166918;48.85557;https://fiches-risques.brgm.fr/georisques/casias/SSP3893924
SSP3893925;MENUISERIE;110 rue CHANTEREINES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4461904;48.871635;https://fiches-risques.brgm.fr/georisques/casias/SSP3893925
SSP3893926;"REPOUSSAGE DES METAUX ; FABRICATION DE MATS METALLIQUES";98 rue CHANTEREINES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4460943;48.871292;https://fiches-risques.brgm.fr/georisques/casias/SSP3893926
SSP3893927;SERRURERIE;16 rue TRAVERSIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4505818;48.872406;https://fiches-risques.brgm.fr/georisques/casias/SSP3893927
SSP3893928;"TANNERIE ; MEGISSERIE ; CORROIERIE; CUIRS VERNIS";57 rue ARMAND CARREL;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.418222;48.84961;https://fiches-risques.brgm.fr/georisques/casias/SSP3893928
SSP3893929;TRAVAIL DU BOIS;12 rue DENIS COUTURIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.432704;48.86241;https://fiches-risques.brgm.fr/georisques/casias/SSP3893929
SSP3893930;MECANIQUE ET OUTILLAGE DE PRECISION;23 rue DESIRE CHEVALIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4451096;48.857273;https://fiches-risques.brgm.fr/georisques/casias/SSP3893930
SSP3893931;MECANIQUE ET OUTILLAGE DE PRECISION;14 rue DOCTEUR ROUX;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4414253;48.86805;https://fiches-risques.brgm.fr/georisques/casias/SSP3893931
SSP3893932;TRAVAIL DU BOIS;104 rue EMILE BEAUFILS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4590678;48.875175;https://fiches-risques.brgm.fr/georisques/casias/SSP3893932
SSP3893933;MENUISERIE;26 rue EMILE BEAUFILS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4546833;48.8716;https://fiches-risques.brgm.fr/georisques/casias/SSP3893933
SSP3893934;MENUISERIE;74 rue EMILE BEAUFILS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4576457;48.87334;https://fiches-risques.brgm.fr/georisques/casias/SSP3893934
SSP3893935;"FABRICATION DE COLLES DE PEAUX ; FABRICATION D'ENGRAIS";89 rue FONTENAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4438577;48.85822;https://fiches-risques.brgm.fr/georisques/casias/SSP3893935
SSP3893936;SAVONNERIE;92 rue FONTENAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.445733;48.855736;https://fiches-risques.brgm.fr/georisques/casias/SSP3893936
SSP3893937;TRAVAIL DU BOIS;146 rue FONTENAY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4482486;48.853245;https://fiches-risques.brgm.fr/georisques/casias/SSP3893937
SSP3893938;MENUISERIE;71 rue VITRY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4488826;48.862476;https://fiches-risques.brgm.fr/georisques/casias/SSP3893938
SSP3893940;APPRETAGE DE PEAUX;33 rue EGLISE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4438426;48.86394;https://fiches-risques.brgm.fr/georisques/casias/SSP3893940
SSP3893941;TOLERIE INDUSTRIELLE;35 avenue VALVEIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4460332;48.862083;https://fiches-risques.brgm.fr/georisques/casias/SSP3893941
SSP3893942;"DECOLLETAGE, TOURNAGE";2 rue VILLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4366739;48.86417;https://fiches-risques.brgm.fr/georisques/casias/SSP3893942
SSP3893943;SAVONNERIE;28 rue EGLISE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4438012;48.86365;https://fiches-risques.brgm.fr/georisques/casias/SSP3893943
SSP3893944;DEPOT DE PEAUX;19 rue FRANKLIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4432654;48.861656;https://fiches-risques.brgm.fr/georisques/casias/SSP3893944
SSP3893945;"GARAGE AUTOMOBILE ; DLI";29 rue FRANKLIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4432938;48.862133;https://fiches-risques.brgm.fr/georisques/casias/SSP3893945
SSP3893946;"TRAVAIL DU BOIS ; MENUISERIE";12 rue FRANKLIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.44392;48.861717;https://fiches-risques.brgm.fr/georisques/casias/SSP3893946
SSP3893947;DEPOT DE PEAUX FRAICHES;32 rue ERMITAGE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.451487;48.868916;https://fiches-risques.brgm.fr/georisques/casias/SSP3893947
SSP3893948;CHAUDRONNERIE;4 rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4349763;48.867393;https://fiches-risques.brgm.fr/georisques/casias/SSP3893948
SSP3893949;"TOLERIE ; VERNISSAGE AU PISTOLET";15 rue EUGENE POTTIER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.467836;48.86545;https://fiches-risques.brgm.fr/georisques/casias/SSP3893949
SSP3893950;DECOUPAGE DES METAUX;7 Impasse FOSSE PINSON;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4341855;48.860313;https://fiches-risques.brgm.fr/georisques/casias/SSP3893950
SSP3893951;TRAVAIL DU BOIS;10 rue ERMITAGE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.449657;48.867405;https://fiches-risques.brgm.fr/georisques/casias/SSP3893951
SSP3893952;TRAVAIL DU BOIS;62 bis rue ERNEST SAVART;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4393396;48.8681;https://fiches-risques.brgm.fr/georisques/casias/SSP3893952
SSP3893953;DECOUPAGE DES METAUX;39 rue ERMITAGE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4517748;48.869526;https://fiches-risques.brgm.fr/georisques/casias/SSP3893953
SSP3893954;DECOLLETAGE DES METAUX;13 rue FRANCISCO FERRER;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.447126;48.857002;https://fiches-risques.brgm.fr/georisques/casias/SSP3893954
SSP3893955;MANUFACTURE DE PNEUS;3 rue FRANÇOIS DEBERGUE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4389386;48.858585;https://fiches-risques.brgm.fr/georisques/casias/SSP3893955
SSP3893956;"DECOLLETAGE, TOURNAGE";20 rue EDOUARD BRANLY;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.459584;48.868824;https://fiches-risques.brgm.fr/georisques/casias/SSP3893956
SSP3893957;MECANIQUE ET OUTILLAGE DE PRECISION;19 rue EMILE REYNAUD;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4399781;48.866955;https://fiches-risques.brgm.fr/georisques/casias/SSP3893957
SSP3893958;APPRETAGE ET LUSTRAGE DES PEAUX;10 rue MARAIS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4346397;48.869507;https://fiches-risques.brgm.fr/georisques/casias/SSP3893958
SSP3893959;TOLERIE;4 rue MARGOTTES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4388;48.870823;https://fiches-risques.brgm.fr/georisques/casias/SSP3893959
SSP3893960;GARAGE AUTOMOBILE;14 rue MARGOTTES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.439495;48.87073;https://fiches-risques.brgm.fr/georisques/casias/SSP3893960
SSP3893961;"FABRICATION DE CEINTURES ; DLI ; EMPLOI DE MATIERES PLASTIQUES";11 rue GROSEILLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.437806;48.871365;https://fiches-risques.brgm.fr/georisques/casias/SSP3893961
SSP3893962;"FABRICATION ET GROS DE LUBRIFIANTS ; DLI";27 rue LEON LOISEAU;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4381173;48.87023;https://fiches-risques.brgm.fr/georisques/casias/SSP3893962
SSP3893963;TRAVAIL DU BOIS;18 rue MOULIN à VENT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4324877;48.87046;https://fiches-risques.brgm.fr/georisques/casias/SSP3893963
SSP3893964;TRAVAIL DU BOIS;58 rue MOULIN à VENT;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4345202;48.871204;https://fiches-risques.brgm.fr/georisques/casias/SSP3893964
SSP3893965;MECANIQUE GENERALE;6 bis rue GROSEILLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.437997;48.871517;https://fiches-risques.brgm.fr/georisques/casias/SSP3893965
SSP3893966;"ELECTRONIQUE; MECANIQUE GENERALE";29 rue MARAIS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4353495;48.86992;https://fiches-risques.brgm.fr/georisques/casias/SSP3893966
SSP3893967;AFFINAGE DES METAUX;13 rue MARAIS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4346948;48.86982;https://fiches-risques.brgm.fr/georisques/casias/SSP3893967
SSP3893968;REVISION ET RECONSTRUCTION DE MACHINES-OUTILS;5 rue LILAS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4314764;48.869114;https://fiches-risques.brgm.fr/georisques/casias/SSP3893968
SSP3893969;ENTREPOSAGE DE PEAUX SECHES;39 rue MIDI;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4386067;48.86961;https://fiches-risques.brgm.fr/georisques/casias/SSP3893969
SSP3893971;REPOUSSAGE DES METAUX;10 Impasse SAVARTS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.438606;48.869225;https://fiches-risques.brgm.fr/georisques/casias/SSP3893971
SSP3893972;PHOTOGRAVURE;2 rue GALILEE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4465635;48.86148;https://fiches-risques.brgm.fr/georisques/casias/SSP3893972
SSP3893973;VERNISSAGE;43 rue GASTON LAURIAU;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.446994;48.859028;https://fiches-risques.brgm.fr/georisques/casias/SSP3893973
SSP3893974;TRAVAIL DU BOIS;103 rue GASTON LAURIAU;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4482958;48.85604;https://fiches-risques.brgm.fr/georisques/casias/SSP3893974
SSP3893975;TANNERIE;19 Place VILLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4326882;48.868435;https://fiches-risques.brgm.fr/georisques/casias/SSP3893975
SSP3893976;TOLERIE - CHAUDRONNERIE;60 boulevard HENRI BARBUSSE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4424458;48.86722;https://fiches-risques.brgm.fr/georisques/casias/SSP3893976
SSP3893977;DECOLLETAGE DES METAUX;6 rue HAIES FLEURIES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4592254;48.872658;https://fiches-risques.brgm.fr/georisques/casias/SSP3893977
SSP3893978;DECOLLETAGE DES METAUX;8 bis rue JARDINS DU FOUR;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.459595;48.867718;https://fiches-risques.brgm.fr/georisques/casias/SSP3893978
SSP3893979;TRAVAIL DU BOIS;28 rue HANOTS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4475362;48.869934;https://fiches-risques.brgm.fr/georisques/casias/SSP3893979
SSP3893980;"FABRICATION DE MEUBLES ; VERNISSAGE ; MENUISERIE";11 rue GRANDES CULTURES;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4551907;48.872875;https://fiches-risques.brgm.fr/georisques/casias/SSP3893980
SSP3893989;TRAVAIL DU BOIS;12 rue JARDINS DUFOUR;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4596896;48.86742;https://fiches-risques.brgm.fr/georisques/casias/SSP3893989
SSP3893991;"POMPES FUNEBRES ; MARBRERIE ; TRAVAIL DU BOIS";32 avenue JEAN MOULIN;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4536223;48.861042;https://fiches-risques.brgm.fr/georisques/casias/SSP3893991
SSP3893993;TREFILERIE;Chemin FORT de la BRICHE;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3441768;48.943645;https://fiches-risques.brgm.fr/georisques/casias/SSP3893993
SSP3893994;FABRICATION D'ENGRAIS;route GONESSE;93380;93059;PIERREFITTE SUR SEINE;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3690398;48.948032;https://fiches-risques.brgm.fr/georisques/casias/SSP3893994
SSP3893995;ENTREPOTS D'HUILES ET GRAISSES DE PETROLE;215 boulevard FELIX FAURE;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3733435;48.914326;https://fiches-risques.brgm.fr/georisques/casias/SSP3893995
SSP3893996;HUILES ET GRAISSES DE PETROLE;124 rue PARIS;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3571725;48.94128;https://fiches-risques.brgm.fr/georisques/casias/SSP3893996
SSP3893997;DISTILLERIE;46 rue EGLISE;93500;93055;PANTIN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4126446;48.89165;https://fiches-risques.brgm.fr/georisques/casias/SSP3893997
SSP3893999;"DISTILLERIE ; DLI ; CONFITURERIE";64 boulevard JEAN JAURES;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3355496;48.912857;https://fiches-risques.brgm.fr/georisques/casias/SSP3893999
SSP3894000;DISTILLERIE;4 rue JEAN BAPTISTE SEMANAZ;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4032524;48.884636;https://fiches-risques.brgm.fr/georisques/casias/SSP3894000
SSP3894001;DISTILLERIE D'EXTRAITS;17 rue PARIS;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3563907;48.931873;https://fiches-risques.brgm.fr/georisques/casias/SSP3894001
SSP3894003;DISTILLERIE;22 rue FONTAINE;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3551917;48.93745;https://fiches-risques.brgm.fr/georisques/casias/SSP3894003
SSP3894004;GAZ INDUSTRIELS;108 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4154205;48.861767;https://fiches-risques.brgm.fr/georisques/casias/SSP3894004
SSP3894005;TREFILERIE;124 avenue GAMBETTA;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4199228;48.8727;https://fiches-risques.brgm.fr/georisques/casias/SSP3894005
SSP3894006;VINAIGERIE;85 rue CITES;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3875396;48.907314;https://fiches-risques.brgm.fr/georisques/casias/SSP3894006
SSP3894007;FABRICATION DE CONSERVES ALIMENTAIRES;15 rue DEZOBRY;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3476295;48.937542;https://fiches-risques.brgm.fr/georisques/casias/SSP3894007
SSP3894008;CONSERVERIE;25 rue DANTON;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.406143;48.8845;https://fiches-risques.brgm.fr/georisques/casias/SSP3894008
SSP3894009;CONSERVES;7 rue KLEBER;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.332767;48.906155;https://fiches-risques.brgm.fr/georisques/casias/SSP3894009
SSP3894010;CONSERVES;24 rue FONTAINE;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3551917;48.937584;https://fiches-risques.brgm.fr/georisques/casias/SSP3894010
SSP3894011;"BISCUITERIE ; DLI";115 avenue MICHELET;93400;93070;SAINT OUEN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3444166;48.90369;https://fiches-risques.brgm.fr/georisques/casias/SSP3894011
SSP3894012;CHOCOLATERIE;121 rue SADI CARNOT;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4212172;48.872276;https://fiches-risques.brgm.fr/georisques/casias/SSP3894012
SSP3894013;"FABRICATION DE SCIES CIRCULAIRES ; DECOUPAGE DES METAUX";113 rue SADI CARNOT;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4209576;48.8719;https://fiches-risques.brgm.fr/georisques/casias/SSP3894013
SSP3894014;"OUTILLAGE- DECOUPAGE ; DECAPAGE DES METAUX";53 rue SADI CARNOT;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4191535;48.869156;https://fiches-risques.brgm.fr/georisques/casias/SSP3894014
SSP3894015;"DLI ; HUILES POUR AUTOMOBILES";10 rue SADI CARNOT;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4183593;48.866875;https://fiches-risques.brgm.fr/georisques/casias/SSP3894015
SSP3894016;BISCUITERIE;140 rue LOUIS AUGUSTE BLANQUI;93140;93010;BONDY;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4908762;48.89785;https://fiches-risques.brgm.fr/georisques/casias/SSP3894016
SSP3894017;MENUISERIE;18 rue TRAVERSIERE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4505002;48.87253;https://fiches-risques.brgm.fr/georisques/casias/SSP3894017
SSP3894018;BISCUITERIE;13 bis Place VILLIERS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4331098;48.86785;https://fiches-risques.brgm.fr/georisques/casias/SSP3894018
SSP3894019;DECOLLETAGE DES METAUX;5 rue SAULES CLOUETS;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.451829;48.875298;https://fiches-risques.brgm.fr/georisques/casias/SSP3894019
SSP3894020;"DECOLLETAGE, TOURNAGE";161 boulevard THEOPHILE SUEUR;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4664366;48.862072;https://fiches-risques.brgm.fr/georisques/casias/SSP3894020
SSP3894021;MECANIQUE ET OUTILLAGE DE PRECISION;72 rue SOLIDARITE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4458082;48.852642;https://fiches-risques.brgm.fr/georisques/casias/SSP3894021
SSP3894022;MECANIQUE GENERALE;7 Sentier TORTUEUX;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4423783;48.86751;https://fiches-risques.brgm.fr/georisques/casias/SSP3894022
SSP3894023;TRAVAIL DES METAUX;27 rue DANTON;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4063203;48.884518;https://fiches-risques.brgm.fr/georisques/casias/SSP3894023
SSP3894024;TOLERIE - TUYAUTERIE;138 rue SADI CARNOT;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4219954;48.873013;https://fiches-risques.brgm.fr/georisques/casias/SSP3894024
SSP3894025;BISCUITERIE;172 avenue GALLIENI;93170;93006;BAGNOLET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4148042;48.85981;https://fiches-risques.brgm.fr/georisques/casias/SSP3894025
SSP3894026;CHOCOLATERIE;16 rue SEPT ARPENTS;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4001768;48.88944;https://fiches-risques.brgm.fr/georisques/casias/SSP3894026
SSP3894027;CHAUDRONNERIE;66 avenue PAUL SIGNAC;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.454277;48.86703;https://fiches-risques.brgm.fr/georisques/casias/SSP3894027
SSP3894028;FABRICATION DE MOUTARDE;8 rue SEPT ARPENTS;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.399454;48.889412;https://fiches-risques.brgm.fr/georisques/casias/SSP3894028
SSP3894029;APPLICATION DE PEINTURE ET VERNIS;3 rue SAIGNE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.443019;48.854687;https://fiches-risques.brgm.fr/georisques/casias/SSP3894029
SSP3894030;TRAVAIL DU BOIS;26 rue SAIGNE;93100;93048;MONTREUIL;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4421172;48.853653;https://fiches-risques.brgm.fr/georisques/casias/SSP3894030
SSP3894031;FABRICATION DE PRODUITS ALIMENTAIRES;49 rue LECUYER;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3934195;48.907356;https://fiches-risques.brgm.fr/georisques/casias/SSP3894031
SSP3894032;CHOCOLATERIE;5 rue MAGENTA;93500;93055;PANTIN;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3908072;48.901108;https://fiches-risques.brgm.fr/georisques/casias/SSP3894032
SSP3894033;FABRICATION DE CARAMELS ET SIROPS;5 rue RIGAUD;93350;93013;LE BOURGET;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4209375;48.93287;https://fiches-risques.brgm.fr/georisques/casias/SSP3894033
SSP3894034;FABRICATION D'AROMES ALIMENTAIRES;8 avenue BAGNOLET;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.421436;48.880764;https://fiches-risques.brgm.fr/georisques/casias/SSP3894034
SSP3894035;FABRICATION D'AROMES ALIMENTAIRES;30 avenue GARDE CHASSE;93260;93045;LES LILAS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;En arrêt;2.418861;48.881836;https://fiches-risques.brgm.fr/georisques/casias/SSP3894035
SSP3894036;"FABRICATION DE CHARCUTERIES ; INSTALLATION DE COMBUSTION ET REFRIGERATION";8 rue GABRIEL PERI;93310;93061;LE PRE SAINT GERVAIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4048078;48.885345;https://fiches-risques.brgm.fr/georisques/casias/SSP3894036
SSP3894037;"FABRICATION DE CONSERVES ; INDUSTRIE DE LA VIANDE";36 rue SAINT-DENIS;93300;93001;AUBERVILLIERS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.37807;48.921337;https://fiches-risques.brgm.fr/georisques/casias/SSP3894037
SSP3894038;FABRICATION DE SIROPS;67 avenue PRESIDENT WILSON;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.357717;48.904274;https://fiches-risques.brgm.fr/georisques/casias/SSP3894038
SSP3894039;FABRICATION D'APPAREILS ELECTRIQUES;32 rue BRICHE;93210;93066;SAINT DENIS;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.3469064;48.939598;https://fiches-risques.brgm.fr/georisques/casias/SSP3894039
SSP3894040;ACIERIE;45 rue PARIS;93130;93053;NOISY LE SEC;93;SEINE-SAINT-DENIS;11;ILE-DE-FRANCE;Indéterminé;2.4652894;48.90347;https://fiches-risques.brgm.fr/georisques/casias/SSP3894040
